win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs
1, 6813, 111, 132, 134, 285231, 287595, 0.48, 50, 100, 1, 4, 5000, 20
1, 7534, 106, 131, 136, 320671, 340277, 0.48, 50, 100, 1, 6, 5000, 20
1, 7342, 88, 111, 115, 353119, 364291, 0.48, 50, 100, 1, 6, 5000, 20
1, 7546, 79, 102, 102, 351181, 352040, 0.48, 50, 100, 1, 5, 5000, 20
1, 8916, 107, 148, 151, 316281, 318837, 0.48, 50, 100, 1, 7, 5000, 20
1, 7258, 105, 127, 128, 330776, 331969, 0.48, 50, 100, 1, 6, 5000, 20
1, 9377, 101, 140, 145, 409837, 410998, 0.48, 50, 100, 1, 10, 5000, 20
1, 7492, 85, 109, 117, 304985, 324991, 0.48, 50, 100, 1, 6, 5000, 20
1, 8911, 109, 141, 144, 335028, 335894, 0.48, 50, 100, 1, 9, 5000, 20
1, 8354, 88, 132, 135, 334104, 334550, 0.48, 50, 100, 1, 9, 5000, 20
1, 6921, 101, 124, 123, 279488, 279676, 0.48, 50, 100, 1, 7, 5000, 20
1, 7020, 89, 113, 113, 244985, 246234, 0.48, 50, 100, 1, 5, 5000, 20
1, 7355, 105, 129, 135, 291263, 308948, 0.48, 50, 100, 1, 6, 5000, 20
1, 7807, 119, 142, 144, 343279, 347896, 0.48, 50, 100, 1, 8, 5000, 20
1, 10460, 103, 171, 174, 352959, 353206, 0.48, 50, 100, 1, 12, 5000, 20
1, 7123, 104, 127, 131, 302272, 315425, 0.48, 50, 100, 1, 7, 5000, 20
1, 11178, 107, 169, 176, 410543, 411748, 0.48, 50, 100, 1, 14, 5000, 20
0, 12000, 110, 220, 196, 448896, 383551, 0.48, 50, 100, 1, 15, 5000, 20
1, 6703, 100, 121, 122, 292343, 293937, 0.48, 50, 100, 1, 5, 5000, 20
1, 7034, 108, 131, 131, 308174, 311947, 0.48, 50, 100, 1, 6, 5000, 20
1, 9053, 108, 157, 162, 360246, 360767, 0.48, 50, 100, 1, 11, 5000, 20
1, 6914, 97, 119, 119, 322478, 326952, 0.48, 50, 100, 1, 6, 5000, 20
1, 8147, 96, 121, 134, 281038, 312163, 0.48, 50, 100, 1, 7, 5000, 20
0, 12000, 100, 196, 192, 462204, 439301, 0.48, 50, 100, 1, 15, 5000, 20
1, 7339, 101, 125, 125, 323526, 325661, 0.48, 50, 100, 1, 6, 5000, 20
1, 8262, 97, 125, 124, 396892, 398251, 0.48, 50, 100, 1, 10, 5000, 20
0, 12000, 86, 214, 189, 407023, 343205, 0.48, 50, 100, 1, 20, 5000, 20
1, 6994, 93, 116, 120, 316263, 327129, 0.48, 50, 100, 1, 5, 5000, 20
1, 7016, 99, 121, 128, 308222, 326576, 0.48, 50, 100, 1, 6, 5000, 20
0, 12000, 94, 211, 189, 376067, 330976, 0.48, 50, 100, 1, 15, 5000, 20
1, 8500, 109, 133, 141, 322524, 343757, 0.48, 50, 100, 1, 8, 5000, 20
1, 7018, 97, 119, 128, 291301, 312134, 0.48, 50, 100, 1, 6, 5000, 20
1, 7411, 104, 127, 132, 285550, 297395, 0.48, 50, 100, 1, 7, 5000, 20
1, 7514, 102, 131, 131, 308641, 310164, 0.48, 50, 100, 1, 7, 5000, 20
0, 12000, 110, 221, 211, 459556, 408076, 0.48, 50, 100, 1, 16, 5000, 20
1, 7454, 100, 122, 129, 289400, 305471, 0.48, 50, 100, 1, 7, 5000, 20
0, 12000, 107, 205, 205, 458160, 434219, 0.48, 50, 100, 1, 15, 5000, 20
0, 12000, 93, 193, 185, 412279, 376956, 0.48, 50, 100, 1, 16, 5000, 20
1, 8900, 98, 138, 143, 320039, 320666, 0.48, 50, 100, 1, 9, 5000, 20
1, 8476, 97, 126, 127, 325286, 325454, 0.48, 50, 100, 1, 9, 5000, 20
1, 7344, 92, 114, 116, 306800, 307995, 0.48, 50, 100, 1, 6, 5000, 20
1, 7445, 90, 113, 113, 295115, 296251, 0.48, 50, 100, 1, 6, 5000, 20
1, 7312, 103, 126, 127, 318320, 323217, 0.48, 50, 100, 1, 7, 5000, 20
1, 6425, 106, 127, 127, 241671, 242448, 0.48, 50, 100, 1, 5, 5000, 20
1, 7423, 87, 111, 111, 264317, 264534, 0.48, 50, 100, 1, 6, 5000, 20
1, 7672, 107, 130, 132, 316493, 317913, 0.48, 50, 100, 1, 7, 5000, 20
1, 6721, 109, 129, 130, 279850, 281286, 0.48, 50, 100, 1, 6, 5000, 20
0, 12000, 100, 213, 189, 479958, 410918, 0.48, 50, 100, 1, 14, 5000, 20
1, 6871, 108, 131, 132, 331193, 335297, 0.48, 50, 100, 1, 5, 5000, 20
1, 7762, 88, 110, 118, 283691, 297196, 0.48, 50, 100, 1, 7, 5000, 20
1, 7261, 93, 115, 123, 354217, 374406, 0.48, 50, 100, 1, 6, 5000, 20
1, 7585, 98, 125, 128, 281274, 281847, 0.48, 50, 100, 1, 6, 5000, 20
1, 7216, 101, 123, 127, 333889, 344529, 0.48, 50, 100, 1, 6, 5000, 20
0, 12000, 99, 207, 199, 458533, 414258, 0.48, 50, 100, 1, 14, 5000, 20
1, 8328, 104, 137, 139, 357773, 358853, 0.48, 50, 100, 1, 8, 5000, 20
