win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs
1, 5271, 101, 107, 107, 230843, 230886, 0.4, 50, 100, 1, 3, 5000, 5
0, 6750, 103, 118, 115, 293024, 285128, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 95, 127, 119, 282655, 263618, 0.4, 50, 100, 1, 5, 5000, 5
1, 5622, 108, 115, 116, 233903, 235883, 0.4, 50, 100, 1, 3, 5000, 5
0, 6750, 87, 105, 99, 297935, 281587, 0.4, 50, 100, 1, 5, 5000, 5
1, 5745, 97, 103, 104, 257297, 259246, 0.4, 50, 100, 1, 3, 5000, 5
0, 6750, 84, 104, 94, 314468, 289197, 0.4, 50, 100, 1, 4, 5000, 5
0, 6750, 116, 146, 133, 304398, 269073, 0.4, 50, 100, 1, 5, 5000, 5
1, 5696, 98, 105, 106, 268157, 270434, 0.4, 50, 100, 1, 3, 5000, 5
0, 6750, 99, 122, 119, 305633, 294207, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 100, 122, 116, 263920, 249954, 0.4, 50, 100, 1, 4, 5000, 5
1, 5701, 109, 115, 116, 236973, 238940, 0.4, 50, 100, 1, 4, 5000, 5
0, 6750, 87, 110, 98, 250343, 224851, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 98, 123, 114, 279964, 258514, 0.4, 50, 100, 1, 4, 5000, 5
0, 6750, 108, 127, 117, 367649, 337554, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 106, 130, 115, 348707, 308419, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 104, 128, 117, 273477, 250092, 0.4, 50, 100, 1, 6, 5000, 5
1, 5420, 98, 103, 103, 221642, 221661, 0.4, 50, 100, 1, 3, 5000, 5
1, 5635, 103, 109, 111, 284760, 290617, 0.4, 50, 100, 1, 3, 5000, 5
1, 5664, 106, 112, 112, 292940, 293496, 0.4, 50, 100, 1, 3, 5000, 5
0, 6750, 112, 130, 121, 307404, 282015, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 100, 124, 119, 299653, 283794, 0.4, 50, 100, 1, 5, 5000, 5
1, 5641, 88, 95, 95, 272726, 272876, 0.4, 50, 100, 1, 3, 5000, 5
0, 6750, 107, 132, 121, 284995, 257999, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 94, 121, 112, 305338, 281991, 0.4, 50, 100, 1, 5, 5000, 5
1, 5767, 94, 102, 102, 257081, 257113, 0.4, 50, 100, 1, 3, 5000, 5
0, 6750, 94, 122, 108, 300925, 266646, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 97, 116, 111, 315158, 300921, 0.4, 50, 100, 1, 5, 5000, 5
1, 5534, 98, 104, 104, 251825, 252159, 0.4, 50, 100, 1, 3, 5000, 5
1, 5903, 84, 91, 92, 280967, 283057, 0.4, 50, 100, 1, 3, 5000, 5
0, 6750, 99, 121, 112, 325966, 300693, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 116, 139, 128, 303018, 273478, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 109, 127, 117, 313484, 289812, 0.4, 50, 100, 1, 6, 5000, 5
0, 6750, 102, 132, 120, 283267, 254527, 0.4, 50, 100, 1, 6, 5000, 5
1, 5864, 105, 111, 111, 268978, 269197, 0.4, 50, 100, 1, 4, 5000, 5
0, 6750, 115, 134, 129, 297883, 283111, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 112, 131, 125, 299201, 280222, 0.4, 50, 100, 1, 5, 5000, 5
1, 5871, 109, 115, 115, 290646, 290699, 0.4, 50, 100, 1, 4, 5000, 5
1, 5476, 95, 101, 101, 243551, 243634, 0.4, 50, 100, 1, 3, 5000, 5
1, 5550, 99, 105, 108, 215099, 221221, 0.4, 50, 100, 1, 3, 5000, 5
1, 5600, 86, 92, 93, 241485, 243636, 0.4, 50, 100, 1, 3, 5000, 5
0, 6750, 85, 103, 95, 281132, 262444, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 117, 141, 130, 343924, 311611, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 83, 105, 95, 368390, 337591, 0.4, 50, 100, 1, 5, 5000, 5
1, 5442, 95, 100, 101, 267428, 269491, 0.4, 50, 100, 1, 3, 5000, 5
0, 6750, 105, 136, 115, 326260, 273410, 0.4, 50, 100, 1, 4, 5000, 5
0, 6750, 108, 129, 120, 326167, 301463, 0.4, 50, 100, 1, 5, 5000, 5
0, 6750, 102, 121, 114, 332260, 313729, 0.4, 50, 100, 1, 5, 5000, 5
1, 6258, 108, 114, 117, 272639, 279843, 0.4, 50, 100, 1, 4, 5000, 5
