win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs,honest_hr_target_chain,attacker_hr_target_chain
1, 19051, 235, 238, 238, 46943469, 47001207, 0.44, 75, 500, 32, 2382, 18750, 2, 51, 34
1, 19554, 250, 253, 257, 46182308, 46294034, 0.44, 75, 500, 32, 2504, 18750, 2, 26, 24
0, 22068, 227, 250, 237, 49307221, 47477888, 0.44, 75, 500, 32, 2763, 18750, 2, 22, 10
0, 22203, 243, 274, 264, 50342660, 48541620, 0.44, 75, 500, 32, 2772, 18750, 2, 60, 50
0, 23672, 247, 288, 272, 52397866, 50432049, 0.44, 75, 500, 32, 2869, 18750, 2, 77, 50
0, 23609, 223, 273, 243, 51465800, 49576776, 0.44, 75, 500, 32, 2867, 18750, 2, 7, 3
0, 23634, 260, 296, 290, 51402020, 49527890, 0.44, 75, 500, 32, 2872, 18750, 2, 29, 28
0, 23364, 232, 266, 263, 51248634, 49310396, 0.44, 75, 500, 32, 2881, 18750, 2, 50, 42
0, 23367, 248, 301, 258, 51622915, 49820837, 0.44, 75, 500, 32, 2888, 18750, 2, 13, 1
0, 23720, 266, 307, 303, 51975918, 50120819, 0.44, 75, 500, 32, 2906, 18750, 2, 16, 14
0, 23597, 239, 278, 267, 51628130, 49779676, 0.44, 75, 500, 32, 2914, 18750, 2, 45, 40
0, 24025, 249, 283, 290, 52477765, 50655462, 0.44, 75, 500, 32, 2910, 18750, 2, 61, 62
0, 23515, 240, 273, 272, 51753944, 49937174, 0.44, 75, 500, 32, 2920, 18750, 2, 34, 26
0, 24037, 259, 297, 293, 52217857, 50409728, 0.44, 75, 500, 32, 2938, 18750, 2, 29, 28
0, 24189, 269, 311, 314, 51211009, 49379590, 0.44, 75, 500, 32, 2953, 18750, 2, 80, 70
0, 23885, 250, 290, 273, 52623611, 50387106, 0.44, 75, 500, 32, 2975, 18750, 2, 68, 60
0, 23715, 272, 304, 305, 52345155, 50517706, 0.44, 75, 500, 32, 2997, 18750, 2, 73, 56
0, 25096, 257, 305, 296, 55523492, 53679191, 0.44, 75, 500, 32, 3033, 18750, 2, 51, 54
0, 25029, 234, 278, 277, 54338453, 52533788, 0.44, 75, 500, 32, 3039, 18750, 2, 48, 40
0, 25760, 250, 297, 319, 55674499, 53811760, 0.44, 75, 500, 32, 3110, 18750, 2, 54, 46
0, 25600, 256, 319, 302, 54573967, 52739172, 0.44, 75, 500, 32, 3125, 18750, 2, 58, 44
0, 26250, 268, 333, 314, 54669175, 53205220, 0.44, 75, 500, 32, 3170, 18750, 2, 11, 11
0, 26180, 229, 275, 286, 55760732, 53867068, 0.44, 75, 500, 32, 3225, 18750, 2, 6, 6
0, 26250, 251, 294, 306, 53884313, 52477955, 0.44, 75, 500, 32, 3288, 18750, 2, 60, 70
1, 19130, 265, 266, 269, 45669376, 45792543, 0.44, 75, 500, 32, 1838, 18750, 2, 45, 30
1, 19595, 253, 256, 257, 45850939, 46102198, 0.44, 75, 500, 32, 1847, 18750, 2, 59, 38
1, 19280, 262, 265, 268, 46684353, 46906072, 0.44, 75, 500, 32, 1816, 18750, 2, 20, 25
0, 24496, 255, 290, 290, 52511486, 50588562, 0.44, 75, 500, 32, 2464, 18750, 2, 68, 60
0, 24445, 277, 326, 313, 52633955, 50824494, 0.44, 75, 500, 32, 2393, 18750, 2, 60, 46
0, 22459, 246, 274, 271, 49290980, 47384938, 0.44, 75, 500, 32, 2122, 18750, 2, 67, 49
0, 22610, 260, 284, 278, 50091563, 48044005, 0.44, 75, 500, 32, 2152, 18750, 2, 42, 32
0, 23077, 252, 274, 272, 51517448, 49708928, 0.44, 75, 500, 32, 2216, 18750, 2, 9, 10
0, 23977, 261, 305, 300, 52621427, 50725750, 0.44, 75, 500, 32, 2257, 18750, 2, 55, 53
0, 23804, 272, 316, 297, 53467265, 51551932, 0.44, 75, 500, 32, 2263, 18750, 2, 78, 48
0, 25378, 240, 298, 286, 52994664, 51183397, 0.44, 75, 500, 32, 2394, 18750, 2, 38, 31
0, 24544, 270, 327, 309, 53483266, 51679934, 0.44, 75, 500, 32, 2312, 18750, 2, 76, 52
0, 24358, 245, 288, 282, 52997158, 51181546, 0.44, 75, 500, 32, 2261, 18750, 2, 51, 44
0, 25082, 255, 300, 292, 53270584, 51266799, 0.44, 75, 500, 32, 2365, 18750, 2, 26, 22
0, 24911, 254, 290, 293, 53252041, 51297218, 0.44, 75, 500, 32, 2327, 18750, 2, 40, 35
0, 25644, 262, 307, 308, 55065807, 53190523, 0.44, 75, 500, 32, 2416, 18750, 2, 14, 13
0, 25603, 227, 286, 266, 54586215, 52725938, 0.44, 75, 500, 32, 2440, 18750, 2, 14, 11
0, 23344, 240, 285, 263, 53105878, 51263753, 0.44, 75, 500, 32, 2253, 18750, 2, 53, 35
0, 23443, 254, 290, 275, 51990355, 49972019, 0.44, 75, 500, 32, 2276, 18750, 2, 43, 25
0, 25690, 262, 302, 304, 54263154, 52395986, 0.44, 75, 500, 32, 2431, 18750, 2, 56, 64
0, 25442, 246, 303, 298, 54785439, 52862279, 0.44, 75, 500, 32, 2484, 18750, 2, 30, 18
0, 24533, 259, 297, 283, 52964908, 51029047, 0.44, 75, 500, 32, 2307, 18750, 2, 13, 7
0, 24636, 271, 314, 306, 53104125, 51090002, 0.44, 75, 500, 32, 2375, 18750, 2, 67, 47
0, 26250, 247, 312, 299, 55174040, 53925922, 0.44, 75, 500, 32, 2541, 18750, 2, 61, 43
1, 19408, 246, 252, 249, 46281503, 46559519, 0.44, 75, 500, 32, 1875, 18750, 2, 17, 12
0, 23989, 267, 307, 302, 52061691, 50256041, 0.44, 75, 500, 32, 2238, 18750, 2, 47, 37
0, 25596, 259, 314, 311, 54822475, 53019823, 0.44, 75, 500, 32, 2453, 18750, 2, 50, 33
0, 24689, 240, 281, 274, 54073153, 52267182, 0.44, 75, 500, 32, 2368, 18750, 2, 71, 49
0, 24431, 236, 278, 272, 53573772, 51675563, 0.44, 75, 500, 32, 2270, 18750, 2, 46, 34
0, 24518, 266, 294, 305, 53415580, 51591597, 0.44, 75, 500, 32, 2365, 18750, 2, 66, 52
0, 23585, 256, 299, 283, 51844554, 50014749, 0.44, 75, 500, 32, 2265, 18750, 2, 67, 57
1, 19387, 262, 265, 271, 46654086, 46691358, 0.44, 75, 500, 32, 1809, 18750, 2, 32, 24
0, 24083, 237, 295, 269, 51363845, 49478858, 0.44, 75, 500, 32, 2304, 18750, 2, 57, 36
0, 23851, 238, 286, 270, 51539805, 49595571, 0.44, 75, 500, 32, 2218, 18750, 2, 83, 74
0, 24870, 246, 292, 294, 53208884, 51331456, 0.44, 75, 500, 32, 2388, 18750, 2, 45, 36
0, 24624, 272, 311, 311, 53582272, 51734866, 0.44, 75, 500, 32, 2378, 18750, 2, 50, 44
0, 24007, 252, 289, 285, 52294263, 50457727, 0.44, 75, 500, 32, 2287, 18750, 2, 36, 34
0, 26250, 262, 307, 296, 55909351, 54569312, 0.44, 75, 500, 32, 2501, 18750, 2, 57, 31
0, 23231, 241, 275, 261, 51716630, 49909515, 0.44, 75, 500, 32, 2187, 18750, 2, 26, 17
0, 24255, 254, 286, 297, 52774947, 50955435, 0.44, 75, 500, 32, 2323, 18750, 2, 31, 37
0, 25250, 256, 317, 310, 53648597, 51848164, 0.44, 75, 500, 32, 2464, 18750, 2, 6, 4
0, 26250, 246, 304, 299, 54982368, 53982645, 0.44, 75, 500, 32, 2544, 18750, 2, 59, 44
0, 24896, 243, 295, 293, 52356489, 50423219, 0.44, 75, 500, 32, 2404, 18750, 2, 27, 27
0, 25042, 247, 295, 286, 53943114, 52055037, 0.44, 75, 500, 32, 2418, 18750, 2, 17, 11
0, 22013, 242, 267, 251, 49963484, 47884231, 0.44, 75, 500, 32, 2131, 18750, 2, 78, 68
0, 24260, 239, 281, 273, 52382495, 50527880, 0.44, 75, 500, 32, 2316, 18750, 2, 27, 18
0, 26090, 234, 295, 281, 54077594, 52253157, 0.44, 75, 500, 32, 2527, 18750, 2, 30, 18
0, 26165, 234, 288, 296, 55410762, 53603213, 0.44, 75, 500, 32, 2501, 18750, 2, 80, 73
0, 23716, 233, 267, 271, 51278642, 49472711, 0.44, 75, 500, 32, 2311, 18750, 2, 61, 51
0, 24099, 228, 260, 250, 52926085, 51065353, 0.44, 75, 500, 32, 2349, 18750, 2, 53, 42
0, 22033, 268, 292, 296, 49997297, 48147025, 0.44, 75, 500, 32, 2114, 18750, 2, 14, 11
0, 24116, 224, 270, 249, 52774802, 50914844, 0.44, 75, 500, 32, 2308, 18750, 2, 22, 16
0, 24840, 240, 287, 277, 53400109, 51528264, 0.44, 75, 500, 32, 2454, 18750, 2, 76, 58
0, 25104, 280, 332, 322, 53784887, 51874563, 0.44, 75, 500, 32, 2451, 18750, 2, 26, 16
0, 23791, 267, 301, 289, 52616766, 50726697, 0.44, 75, 500, 32, 2336, 18750, 2, 23, 13
0, 24221, 254, 309, 275, 52044108, 50222267, 0.44, 75, 500, 32, 2282, 18750, 2, 21, 7
0, 23060, 252, 291, 264, 52492401, 50643705, 0.44, 75, 500, 32, 2210, 18750, 2, 11, 3
0, 22879, 235, 265, 251, 50573130, 48723023, 0.44, 75, 500, 32, 2225, 18750, 2, 15, 11
0, 24041, 266, 324, 306, 51877929, 49924169, 0.44, 75, 500, 32, 2358, 18750, 2, 59, 41
