win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs
0, 12000, 89, 197, 156, 463134, 369434, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 104, 212, 172, 459046, 369465, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 109, 209, 177, 491821, 411021, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 121, 223, 189, 547772, 410820, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 82, 185, 165, 459421, 400454, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 116, 214, 189, 476506, 408310, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 93, 208, 176, 480377, 395901, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 90, 210, 175, 439781, 366099, 0.4, 50, 100, 1, 8, 5000, 20
1, 6809, 109, 129, 129, 283787, 284739, 0.4, 50, 100, 1, 3, 5000, 20
0, 12000, 86, 196, 176, 438834, 391836, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 98, 221, 165, 472825, 340863, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 89, 210, 176, 444115, 333530, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 102, 209, 195, 434289, 391042, 0.4, 50, 100, 1, 8, 5000, 20
1, 7102, 104, 124, 132, 268760, 288613, 0.4, 50, 100, 1, 3, 5000, 20
0, 12000, 102, 210, 181, 497255, 397804, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 111, 216, 194, 438338, 380557, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 81, 180, 155, 439201, 373903, 0.4, 50, 100, 1, 8, 5000, 20
1, 6846, 100, 120, 121, 241275, 242503, 0.4, 50, 100, 1, 4, 5000, 20
0, 12000, 96, 194, 166, 485968, 420272, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 87, 200, 178, 446332, 384769, 0.4, 50, 100, 1, 8, 5000, 20
0, 12000, 84, 202, 170, 431869, 353343, 0.4, 50, 100, 1, 9, 5000, 20
1, 7686, 98, 118, 121, 288824, 295123, 0.4, 50, 100, 1, 7, 5000, 20
1, 7157, 108, 128, 129, 296661, 302377, 0.4, 50, 100, 1, 4, 5000, 20
0, 12000, 110, 211, 179, 502189, 433539, 0.4, 50, 100, 1, 10, 5000, 20
1, 6575, 103, 123, 124, 266390, 270483, 0.4, 50, 100, 1, 4, 5000, 20
0, 12000, 98, 205, 176, 438213, 377614, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 96, 203, 165, 459166, 376875, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 108, 224, 206, 475428, 426052, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 86, 182, 158, 562297, 492980, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 97, 192, 190, 461667, 419270, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 97, 206, 183, 433801, 360579, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 106, 218, 173, 471628, 361361, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 104, 227, 173, 515701, 370826, 0.4, 50, 100, 1, 10, 5000, 20
1, 7025, 121, 141, 148, 309272, 326122, 0.4, 50, 100, 1, 4, 5000, 20
0, 12000, 104, 219, 193, 468823, 388426, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 106, 223, 198, 410683, 344569, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 108, 221, 187, 508336, 416051, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 91, 179, 174, 510912, 479128, 0.4, 50, 100, 1, 11, 5000, 20
0, 12000, 101, 214, 165, 487789, 385881, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 108, 218, 188, 441015, 380307, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 117, 231, 195, 470044, 370538, 0.4, 50, 100, 1, 11, 5000, 20
0, 12000, 99, 212, 182, 483071, 386795, 0.4, 50, 100, 1, 10, 5000, 20
1, 7500, 122, 142, 144, 321615, 328497, 0.4, 50, 100, 1, 5, 5000, 20
0, 12000, 79, 187, 155, 437736, 365227, 0.4, 50, 100, 1, 9, 5000, 20
1, 7279, 90, 110, 110, 377399, 378301, 0.4, 50, 100, 1, 4, 5000, 20
0, 12000, 96, 212, 180, 455679, 389181, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 104, 219, 179, 462670, 374852, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 93, 201, 169, 488734, 404467, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 92, 197, 168, 507059, 437183, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 93, 206, 162, 455307, 353351, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 109, 213, 184, 496362, 391216, 0.4, 50, 100, 1, 12, 5000, 20
0, 12000, 116, 216, 189, 425611, 371546, 0.4, 50, 100, 1, 11, 5000, 20
0, 12000, 102, 205, 167, 483578, 393836, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 102, 217, 194, 449886, 387346, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 117, 222, 220, 450552, 411967, 0.4, 50, 100, 1, 10, 5000, 20
1, 7347, 101, 125, 126, 300576, 300835, 0.4, 50, 100, 1, 4, 5000, 20
1, 6771, 103, 123, 123, 240047, 241861, 0.4, 50, 100, 1, 4, 5000, 20
0, 12000, 99, 203, 172, 484043, 400008, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 97, 215, 182, 444360, 356144, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 107, 205, 172, 441471, 370296, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 86, 202, 175, 449402, 376230, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 99, 217, 172, 491760, 378307, 0.4, 50, 100, 1, 11, 5000, 20
0, 12000, 121, 223, 207, 448215, 387041, 0.4, 50, 100, 1, 11, 5000, 20
0, 12000, 92, 198, 157, 531322, 436882, 0.4, 50, 100, 1, 9, 5000, 20
1, 6947, 97, 122, 124, 339562, 340406, 0.4, 50, 100, 1, 4, 5000, 20
0, 12000, 103, 217, 192, 486617, 428633, 0.4, 50, 100, 1, 10, 5000, 20
0, 12000, 100, 207, 175, 432538, 363086, 0.4, 50, 100, 1, 9, 5000, 20
1, 6977, 101, 121, 124, 262799, 270455, 0.4, 50, 100, 1, 4, 5000, 20
0, 12000, 96, 198, 170, 463356, 377494, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 75, 183, 145, 492235, 387786, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 101, 212, 181, 465890, 377952, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 103, 213, 174, 445814, 359966, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 82, 173, 147, 532549, 456030, 0.4, 50, 100, 1, 9, 5000, 20
0, 12000, 96, 203, 191, 461799, 426039, 0.4, 50, 100, 1, 10, 5000, 20
