,kls=results&ty=por&q=0.48&ds=5&daa=100&scale=0.5,kls=results&ty=por&q=0.48&ds=10&daa=100&scale=1,kls=results&ty=por&q=0.48&ds=20&daa=100&scale=2,kls=results&ty=trad&q=0.48&ds=10&daa=100&scale=1,kls=analytical&ty=trad&q=0.48&ds=10.0&daa=0&scale=1
7.0,,0.5377777777777778,,0.5242222222222223,0.6364762880452999
7.1,,,,,0.6340692631650391
7.2,,,,,0.6316830132826179
7.3,,,,,0.6293171260658601
7.4,,,,,0.6269712030480821
7.5,0.5064444444444445,,,,0.6246448589770037
7.6,,,,,0.6223377212025762
7.7,,,,,0.6200494291009168
7.8,,,,,0.6177796335317777
7.9,,,,,0.6155279963271917
8.0,,,0.5321111111111111,,0.6132941898091271
8.1,,,,,0.6110778963341641
8.2,,,,,0.6088788078633622
8.3,,,,,0.6066966255556336
8.4,,,,,0.6045310593830674
8.5,0.4761111111111111,,,,0.6023818277667743
8.6,,,,,0.6002486572319242
8.7,,,,,0.5981312820807556
8.8,,,,,0.5960294440824203
8.9,,,,,0.5939428921786183
9.0,,0.5038888888888889,,0.4696666666666667,0.5918713822040464
9.1,,,,,0.5898146766207596
9.2,,,,,0.5877725442656057
9.3,,,,,0.5857447601099559
9.4,,,,,0.5837311050310034
9.5,0.4562222222222222,,,,0.5817313655939584
9.6,,,,,0.579745333844507
9.7,,,,,0.5777728071109518
9.8,,,,,0.5758135878154838
9.9,,,,,0.5738674832940751
10.0,,,0.5043333333333333,,0.5719343056245177
10.5,0.44155555555555553,,,,0.5624560546048447
11.0,,0.4557777777777778,,0.425,0.5532752450267192
11.5,,,,,0.5443728551095336
12.0,,,0.4613333333333333,,0.5357318582910916
12.5,,,,,0.5273369376182384
13.0,,0.435,,0.38322222222222224,0.5191742509012167
13.5,,,,,0.511231235999835
14.0,,,0.42877777777777776,,0.5034964481475686
14.5,,,,,0.4959594230829354
15.0,0.363,0.4001111111111111,,0.34933333333333333,0.48861056114237367
15.5,,,,,0.4814410285100317
16.0,,,,,0.4744426726110008
16.5,,,,,0.46760794924155036
17.0,,0.3768888888888889,,0.318,0.46092985949999243
17.5,,,,,0.45440189494892
18.0,,,0.38711111111111113,,0.44801798972857476
18.5,,,,,0.44177247857033175
19.0,,0.35,,0.2992222222222222,0.43566005984238443
19.5,,,,,0.42967576290692977
20.0,,,,,0.423814919187263
21.0,,0.33566666666666667,,0.2683333333333333,0.41244627580794746
22.0,,,0.33266666666666667,,0.40152191133327075
22.5,0.2773333333333333,,,,
23.0,,,,,0.3910130533483972
24.0,,,,,0.3808938681377888
25.0,,,,,0.37114104661642355
26.0,,,0.31366666666666665,,0.36173346325055966
27.0,,,,,0.35265189275891506
28.0,,,,,0.3438787730027436
29.0,,,,,0.3353980051317188
30.0,0.21088888888888888,0.25769529947771974,0.26966666666666667,0.16744444444444445,0.327194784030432
31.0,,,,,0.3192554535987876
32.0,,,,,0.31156738253161964
33.0,,,,,0.3041188571323169
34.0,,,0.25633333333333336,,0.29689898836914574
35.0,,,,,0.28989763090975373
36.0,,,,,0.28310531228444236
37.0,,,,,0.27651317065832715
38.0,,,0.2301111111111111,,0.2701128999559558
39.0,,,,,0.2638967012939699
40.0,,,,,0.25785723984908016
41.0,,,,,0.2519876064284702
42.0,,,0.21611111111111111,,0.24628128312429676
43.0,,,,,0.24073211252827453
44.0,,,,,0.2353342700603922
45.0,,,,,0.23008223903071223
46.0,,,,,0.22497078810741733
60.0,,,0.1468888888888889,,
